Requested ID,Matched ID(s),Releases,,,,,,,
Traes_7DL_5792A6A86,TraesCS7A02G322900,108: TraesCS7A02G322900.193: TraesCS7A02G322900.1,,,,,,,
Traes_2DL_844ADB53A,TraesCS2B02G377000,108: TraesCS2B02G377000.193: TraesCS2B02G377000.1,,,,,,,
Traes_2DL_844ADB53A,TraesCS2A02G357700,108: TraesCS2A02G357700.193: TraesCS2A02G357700.1,,,,,,,
Traes_2DL_844ADB53A,TraesCS2D02G356500,108: TraesCS2D02G356500.193: TraesCS2D02G356500.1,,,,,,,
Traes_6DL_7626A87FF,TraesCS6D02G364900,108: TraesCS6D02G364900.193: TraesCS6D02G364900.1,,,,,,,
Traes_6DL_7626A87FF,TraesCS6A02G380200,108: TraesCS6A02G380200.193: TraesCS6A02G380200.1,,,,,,,
Traes_6DL_7626A87FF,TraesCS6B02G419000,108: TraesCS6B02G419000.193: TraesCS6B02G419000.1,,,,,,,
Traes_7DL_CF6AABA1F,TraesCS7B02G279800,108: TraesCS7B02G279800.193: TraesCS7B02G279800.1,,,,,,,
Traes_7DL_CF6AABA1F,TraesCS7D02G374800,108: TraesCS7D02G374800.193: TraesCS7D02G374800.1,,,,,,,
Traes_7DL_CF6AABA1F,TraesCS7A02G378000,108: TraesCS7A02G378000.193: TraesCS7A02G378000.1,,,,,,,
Traes_4DL_3E14ABEFD,TraesCS4A02G113300,108: TraesCS4A02G113300.193: TraesCS4A02G113300.1,,,,,,,
Traes_4DL_3E14ABEFD,TraesCS4D02G192100,108: TraesCS4D02G192100.193: TraesCS4D02G192100.1,,,,,,,
Traes_4DL_3E14ABEFD,TraesCS4B02G190900,108: TraesCS4B02G190900.193: TraesCS4B02G190900.1,,,,,,,
Traes_1DL_3DC59A143,TraesCS1D02G294500,108: TraesCS1D02G294500.193: TraesCS1D02G294500.1,,,,,,,
Traes_1DL_3DC59A143,TraesCS1B02G305900,108: TraesCS1B02G305900.193: TraesCS1B02G305900.1,,,,,,,
Traes_1DL_3DC59A143,TraesCS1A02G297000,108: TraesCS1A02G297000.193: TraesCS1A02G297000.1,,,,,,,
Traes_1DL_21364E01A,TraesCS1B02G186200,108: TraesCS1B02G186200.193: TraesCS1B02G186200.1,,,,,,,
Traes_1DL_21364E01A,TraesCS1A02G171100,108: TraesCS1A02G171100.193: TraesCS1A02G171100.1,,,,,,,
Traes_1DL_21364E01A,TraesCS1D02G168800,108: TraesCS1D02G168800.193: TraesCS1D02G168800.1,,,,,,,
Traes_2DS_6E504ACA9,TraesCS2B02G101700,108: TraesCS2B02G101700.193: TraesCS2B02G101700.1,,,,,,,
Traes_2DS_6E504ACA9,TraesCS2A02G087000,108: TraesCS2A02G087000.193: TraesCS2A02G087000.1,,,,,,,
Traes_2DS_6E504ACA9,TraesCS2D02G084300,108: TraesCS2D02G084300.193: TraesCS2D02G084300.1,,,,,,,
Traes_7DS_422D3EEF6,TraesCS7A02G173500,108: TraesCS7A02G173500.193: TraesCS7A02G173500.1,,,,,,,
Traes_7DS_422D3EEF6,TraesCS7D02G174900,108: TraesCS7D02G174900.193: TraesCS7D02G174900.1,,,,,,,
Traes_7DS_422D3EEF6,TraesCS7B02G078700,108: TraesCS7B02G078700.193: TraesCS7B02G078700.1,,,,,,,
Traes_7DL_6D0B74E28,TraesCS7D02G386000,108: TraesCS7D02G386000.193: TraesCS7D02G386000.1,,,,,,,
Traes_7DL_6D0B74E28,TraesCS7A02G390300,108: TraesCS7A02G390300.193: TraesCS7A02G390300.1,,,,,,,
Traes_7DL_6D0B74E28,TraesCS7B02G291900,108: TraesCS7B02G291900.193: TraesCS7B02G291900.1,,,,,,,
Traes_2DL_C9EA5D8F1,TraesCS2B02G527600,108: TraesCS2B02G527600.193: TraesCS2B02G527600.1,,,,,,,
Traes_2DL_C9EA5D8F1,TraesCS2A02G499400,108: TraesCS2A02G499400.193: TraesCS2A02G499400.1,,,,,,,
Traes_2DL_C9EA5D8F1,TraesCS2D02G499500,108: TraesCS2D02G499500.193: TraesCS2D02G499500.1,,,,,,,
Traes_4DL_C1BF83ECD,TraesCS4D02G194900,108: TraesCS4D02G194900.193: TraesCS4D02G194900.1,,,,,,,
Traes_4DL_C1BF83ECD,TraesCS4B02G194000,108: TraesCS4B02G194000.193: TraesCS4B02G194000.1,,,,,,,
Traes_4DL_C1BF83ECD,TraesCS4A02G110100,108: TraesCS4A02G110100.193: TraesCS4A02G110100.1,,,,,,,
Traes_1DL_C56A58B40,TraesCS1B02G396200,108: TraesCS1B02G396200.193: TraesCS1B02G396200.1,,,,,,,
Traes_1DL_C56A58B40,TraesCS2A02G409500,108: TraesCS2A02G409500.193: TraesCS2A02G409500.1,,,,,,,
Traes_1DL_C56A58B40,TraesCS6A02G206900,108: TraesCS6A02G206900.193: TraesCS6A02G206900.1,,,,,,,
Traes_1DL_C56A58B40,TraesCS1D02G383100,108: TraesCS1D02G383100.193: TraesCS1D02G383100.1,,,,,,,
Traes_1DL_C56A58B40,TraesCS1A02G375800,108: TraesCS1A02G375800.193: TraesCS1A02G375800.1,,,,,,,
Traes_1DL_C56A58B40,TraesCS6A02G206800,108: TraesCS6A02G206800.193: TraesCS6A02G206800.1,,,,,,,
Traes_2DL_D83CC526F,TraesCS2B02G433700,108: TraesCS2B02G433700.193: TraesCS2B02G433700.1,,,,,,,
Traes_2DL_D83CC526F,TraesCS2A02G414500,108: TraesCS2A02G414500.193: TraesCS2A02G414500.1,,,,,,,
Traes_2DL_D83CC526F,TraesCS2D02G411800,108: TraesCS2D02G411800.193: TraesCS2D02G411800.1,,,,,,,
Traes_4DL_AA95362C0,TraesCS4B02G207500,108: TraesCS4B02G207500.193: TraesCS4B02G207500.1,,,,,,,
Traes_4DL_AA95362C0,TraesCS4D02G208400,108: TraesCS4D02G208400.193: TraesCS4D02G208400.1,,,,,,,
Traes_4DL_AA95362C0,TraesCS4A02G096900,108: TraesCS4A02G096900.193: TraesCS4A02G096900.1,,,,,,,
Traes_5DL_EFDDC1FFB,TraesCS5B02G406400,108: TraesCS5B02G406400.193: TraesCS5B02G406400.1,,,,,,,
Traes_5DL_EFDDC1FFB,TraesCS5D02G411900,108: TraesCS5D02G411900.193: TraesCS5D02G411900.1,,,,,,,
Traes_5DL_EFDDC1FFB,TraesCS5A02G401700,108: TraesCS5A02G401700.193: TraesCS5A02G401700.1,,,,,,,
Traes_2DL_15C4A6FFF,TraesCS2D02G478500,108: TraesCS2D02G478500.193: TraesCS2D02G478500.1,,,,,,,
Traes_2DL_15C4A6FFF,TraesCS2A02G479400,108: TraesCS2A02G479400.193: TraesCS2A02G479400.1,,,,,,,
Traes_2DL_15C4A6FFF,TraesCS2B02G503600,108: TraesCS2B02G503600.193: TraesCS2B02G503600.1,,,,,,,
Traes_4DL_3DABB5D4F,TraesCS4A02G121600,108: TraesCS4A02G121600.193: TraesCS4A02G121600.1,,,,,,,
Traes_4DL_3DABB5D4F,TraesCS4B02G181700,108: TraesCS4B02G181700.193: TraesCS4B02G181700.1,,,,,,,
Traes_4DL_3DABB5D4F,TraesCS4D02G184300,108: TraesCS4D02G184300.193: TraesCS4D02G184300.1,,,,,,,
Traes_7DS_F4D10620C,TraesCS7B02G150400,108: TraesCS7B02G150400.193: TraesCS7B02G150400.1,,,,,,,
Traes_7DS_F4D10620C,TraesCS7A02G254200,108: TraesCS7A02G254200.193: TraesCS7A02G254200.1,,,,,,,
Traes_7DS_F4D10620C,TraesCS7D02G252700,108: TraesCS7D02G252700.193: TraesCS7D02G252700.1,,,,,,,
Traes_1DL_8A2C7D19D,TraesCS1A02G358000,108: TraesCS1A02G358000.193: TraesCS1A02G358000.1,,,,,,,
Traes_1DL_8A2C7D19D,TraesCS1B02G374600,108: TraesCS1B02G374600.193: TraesCS1B02G374600.1,,,,,,,
Traes_1DL_8A2C7D19D,TraesCS1D02G362800,108: TraesCS1D02G362800.193: TraesCS1D02G362800.1,,,,,,,
Traes_2DS_B0068A919,TraesCS2D02G092500,108: TraesCS2D02G092500.193: TraesCS2D02G092500.1,,,,,,,
Traes_2DS_B0068A919,TraesCS2B02G108200,108: TraesCS2B02G108200.193: TraesCS2B02G108200.1,,,,,,,
Traes_2DS_B0068A919,TraesCS2A02G093700,108: TraesCS2A02G093700.193: TraesCS2A02G093700.1,,,,,,,
Traes_3DL_3778722EF,TraesCSU02G050500,108: TraesCSU02G050500.193: TraesCSU02G050500.1,,,,,,,
Traes_3DL_3778722EF,TraesCS3D02G280500,108: TraesCS3D02G280500.193: TraesCS3D02G280500.1,,,,,,,
Traes_3DL_3778722EF,TraesCS3B02G314500,108: TraesCS3B02G314500.193: TraesCS3B02G314500.1,,,,,,,
Traes_3DL_3778722EF,TraesCS3A02G280700,108: TraesCS3A02G280700.193: TraesCS3A02G280700.1,,,,,,,
Traes_7DL_186A707C8,TraesCS7B02G314500,108: TraesCS7B02G314500.193: TraesCS7B02G314500.1,,,,,,,
Traes_7DL_186A707C8,TraesCS7D02G407700,108: TraesCS7D02G407700.193: TraesCS7D02G407700.1,,,,,,,
Traes_7DL_186A707C8,TraesCS7A02G414600,108: TraesCS7A02G414600.193: TraesCS7A02G414600.1,,,,,,,
Traes_4DL_093B79884,TraesCS4D02G260200,108: TraesCS4D02G260200.193: TraesCS4D02G260200.1,,,,,,,
Traes_4DL_093B79884,TraesCS4B02G260400,108: TraesCS4B02G260400.193: TraesCS4B02G260400.1,,,,,,,
Traes_4DL_093B79884,TraesCS4A02G044900,108: TraesCS4A02G044900.193: TraesCS4A02G044900.1,,,,,,,
Traes_2DL_553EBAF83,TraesCS2B02G590000,108: TraesCS2B02G590000.193: TraesCS2B02G590000.1,,,,,,,
Traes_2DL_553EBAF83,TraesCS2A02G554100,108: TraesCS2A02G554100.193: TraesCS2A02G554100.1,,,,,,,
Traes_2DL_553EBAF83,TraesCS2D02G560200,108: TraesCS2D02G560200.193: TraesCS2D02G560200.1,,,,,,,
Traes_4DS_9F67A5263,TraesCS4D02G081600,108: TraesCS4D02G081600.193: TraesCS4D02G081600.1,,,,,,,
Traes_4DS_9F67A5263,TraesCS4B02G083600,108: TraesCS4B02G083600.193: TraesCS4B02G083600.1,,,,,,,
Traes_4DS_9F67A5263,TraesCS4A02G232300,108: TraesCS4A02G232300.193: TraesCS4A02G232300.1,,,,,,,
Traes_3DL_B2F9ED88B,TraesCS3A02G223000,108: TraesCS3A02G223000.193: TraesCS3A02G223000.1,,,,,,,
Traes_3DL_B2F9ED88B,TraesCS3B02G252300,108: TraesCS3B02G252300.193: TraesCS3B02G252300.1,,,,,,,
Traes_3DL_B2F9ED88B,TraesCS3D02G230700,108: TraesCS3D02G230700.193: TraesCS3D02G230700.1,,,,,,,
Traes_4DL_EAF90696F,TraesCS4A02G005900,108: TraesCS4A02G005900.193: TraesCS4A02G005900.1,,,,,,,
Traes_4DL_EAF90696F,TraesCS4D02G298100,108: TraesCS4D02G298100.193: TraesCS4D02G298100.1,,,,,,,
Traes_4DL_EAF90696F,TraesCS4B02G299200,108: TraesCS4B02G299200.193: TraesCS4B02G299200.1,,,,,,,
Traes_2DS_C44D65B8C,TraesCS2D02G211200,108: TraesCS2D02G211200.193: TraesCS2D02G211200.1,,,,,,,
Traes_2DS_C44D65B8C,TraesCS2A02G204700,108: TraesCS2A02G204700.193: TraesCS2A02G204700.1,,,,,,,
Traes_2DS_C44D65B8C,TraesCS2B02G232300,108: TraesCS2B02G232300.193: TraesCS2B02G232300.1,,,,,,,
Traes_4DS_D5B5996CF,TraesCS4A02G297300,108: TraesCS4A02G297300.193: TraesCS4A02G297300.1,,,,,,,
Traes_4DS_D5B5996CF,TraesCS4B02G016400,108: TraesCS4B02G016400.193: TraesCS4B02G016400.1,,,,,,,
Traes_4DS_D5B5996CF,TraesCS4D02G014800,108: TraesCS4D02G014800.193: TraesCS4D02G014800.1,,,,,,,
Traes_3DL_42363361B,TraesCS3A02G258900,108: TraesCS3A02G258900.193: TraesCS3A02G258900.1,,,,,,,
Traes_3DL_42363361B,TraesCS3B02G292000,108: TraesCS3B02G292000.193: TraesCS3B02G292000.1,,,,,,,
Traes_3DL_42363361B,TraesCS3D02G259000,108: TraesCS3D02G259000.193: TraesCS3D02G259000.1,,,,,,,
Traes_1DL_25AE62890,TraesCS1B02G304500,108: TraesCS1B02G304500.193: TraesCS1B02G304500.1,,,,,,,
Traes_1DL_25AE62890,TraesCS1A02G295200,108: TraesCS1A02G295200.193: TraesCS1A02G295200.1,,,,,,,
Traes_2DL_AE9C5933A,TraesCS2D02G314900,108: TraesCS2D02G314900.193: TraesCS2D02G314900.1,,,,,,,
Traes_2DL_AE9C5933A,TraesCS2B02G335400,108: TraesCS2B02G335400.193: TraesCS2B02G335400.1,,,,,,,
Traes_2DL_AE9C5933A,TraesCS2A02G317000,108: TraesCS2A02G317000.193: TraesCS2A02G317000.1,,,,,,,
Traes_5DL_EE785A05E,TraesCS5B02G298900,108: TraesCS5B02G298900.193: TraesCS5B02G298900.1,,,,,,,
Traes_5DL_EE785A05E,TraesCS5A02G301800,108: TraesCS5A02G301800.193: TraesCS5A02G301800.1,,,,,,,
Traes_5DL_EE785A05E,TraesCS5D02G306300,108: TraesCS5D02G306300.193: TraesCS5D02G306300.1,,,,,,,
Traes_5DS_D966200E0,TraesCS5B02G053500,108: TraesCS5B02G053500.193: TraesCS5B02G053500.1,,,,,,,
Traes_5DS_D966200E0,TraesCS5A02G048500,108: TraesCS5A02G048500.193: TraesCS5A02G048500.1,,,,,,,
Traes_5DS_D966200E0,TraesCS5D02G058900,108: TraesCS5D02G058900.193: TraesCS5D02G058900.1,,,,,,,
Traes_4DS_EC313BA2F,TraesCS4A02G267500,108: TraesCS4A02G267500.193: TraesCS4A02G267500.1,,,,,,,
Traes_4DS_EC313BA2F,TraesCS4B02G046900,108: TraesCS4B02G046900.193: TraesCS4B02G046900.1,,,,,,,
Traes_4DS_EC313BA2F,TraesCS4D02G046700,108: TraesCS4D02G046700.193: TraesCS4D02G046700.1,,,,,,,
Traes_5DL_3468793AD,TraesCS5B02G273700,108: TraesCS5B02G273700.193: TraesCS5B02G273700.1,,,,,,,
Traes_5DL_3468793AD,TraesCS5A02G274200,108: TraesCS5A02G274200.193: TraesCS5A02G274200.1,,,,,,,
Traes_5DL_3468793AD,TraesCS5D02G281300,108: TraesCS5D02G281300.193: TraesCS5D02G281300.1,,,,,,,
Traes_5DS_34DEF89DE,TraesCS5D02G099900,108: TraesCS5D02G099900.193: TraesCS5D02G099900.1,,,,,,,
Traes_5DS_34DEF89DE,TraesCS5B02G092300,108: TraesCS5B02G092300.193: TraesCS5B02G092300.1,,,,,,,
Traes_5DS_34DEF89DE,TraesCS5A02G086400,108: TraesCS5A02G086400.193: TraesCS5A02G086400.1,,,,,,,
Traes_7DL_A562962E6,TraesCS7D02G306100,108: TraesCS7D02G306100.193: TraesCS7D02G306100.1,,,,,,,
Traes_7DL_A562962E6,TraesCS7A02G309400,108: TraesCS7A02G309400.193: TraesCS7A02G309400.1,,,,,,,
Traes_7DL_A562962E6,TraesCS7B02G209400,108: TraesCS7B02G209400.193: TraesCS7B02G209400.1,,,,,,,
Traes_7DS_699729355,TraesCS7D02G271800,108: TraesCS7D02G271800.193: TraesCS7D02G271800.1,,,,,,,
Traes_7DS_699729355,TraesCS7A02G271500,108: TraesCS7A02G271500.193: TraesCS7A02G271500.1,,,,,,,
Traes_7DS_699729355,TraesCS7B02G170500,108: TraesCS7B02G170500.193: TraesCS7B02G170500.1,,,,,,,
Traes_2DS_C866A54F1,TraesCS2D02G236200,108: TraesCS2D02G236200.193: TraesCS2D02G236200.1,,,,,,,
Traes_2DS_C866A54F1,TraesCS2B02G269600,108: TraesCS2B02G269600.193: TraesCS2B02G269600.1,,,,,,,
Traes_2DS_C866A54F1,TraesCS2A02G245700,108: TraesCS2A02G245700.193: TraesCS2A02G245700.1,,,,,,,
Traes_4DL_476400437,TraesCS4D02G165200,108: TraesCS4D02G165200.193: TraesCS4D02G165200.1,,,,,,,
Traes_4DL_476400437,TraesCS4A02G151600,108: TraesCS4A02G151600.193: TraesCS4A02G151600.1,,,,,,,
Traes_4DL_476400437,TraesCS4B02G155100,108: TraesCS4B02G155100.193: TraesCS4B02G155100.1,,,,,,,
Traes_5DL_E2477BC0B,TraesCS5B02G365500,108: TraesCS5B02G365500.193: TraesCS5B02G365500.1,,,,,,,
Traes_5DL_E2477BC0B,TraesCS5D02G372600,108: TraesCS5D02G372600.193: TraesCS5D02G372600.1,,,,,,,
Traes_5DL_E2477BC0B,TraesCS5A02G363400,108: TraesCS5A02G363400.193: TraesCS5A02G363400.1,,,,,,,
Traes_2DL_750D4CB3B,TraesCS2B02G581700,108: TraesCS2B02G581700.193: TraesCS2B02G581700.1,,,,,,,
Traes_2DL_750D4CB3B,TraesCS2D02G552000,108: TraesCS2D02G552000.193: TraesCS2D02G552000.1,,,,,,,
Traes_2DL_750D4CB3B,TraesCS2A02G550900,108: TraesCS2A02G550900.193: TraesCS2A02G550900.1,,,,,,,
Traes_3DS_5F928C27D,TraesCS3A02G008100,108: TraesCS3A02G008100.193: TraesCS3A02G008100.1,,,,,,,
Traes_3DS_5F928C27D,TraesCS3D02G002700,108: TraesCS3D02G002700.193: TraesCS3D02G002700.1,,,,,,,
Traes_6DS_7469142ED,TraesCS6B02G202700,108: TraesCS6B02G202700.193: TraesCS6B02G202700.1,,,,,,,
Traes_6DS_7469142ED,TraesCS6D02G163200,108: TraesCS6D02G163200.193: TraesCS6D02G163200.1,,,,,,,
Traes_6DS_7469142ED,TraesCS6A02G174100,108: TraesCS6A02G174100.193: TraesCS6A02G174100.1,,,,,,,
Traes_2DL_AF5EE3AB7,TraesCS2D02G473300,108: TraesCS2D02G473300.193: TraesCS2D02G473300.1,,,,,,,
Traes_2DL_AF5EE3AB7,TraesCS2B02G496600,108: TraesCS2B02G496600.193: TraesCS2B02G496600.1,,,,,,,
Traes_2DL_AF5EE3AB7,TraesCS2A02G473600,108: TraesCS2A02G473600.193: TraesCS2A02G473600.1,,,,,,,
Traes_4DL_DB1E1ED55,TraesCS4D02G307700,108: TraesCS4D02G307700.193: TraesCS4D02G307700.1,,,,,,,
Traes_4DL_DB1E1ED55,TraesCS4B02G309500,108: TraesCS4B02G309500.193: TraesCS4B02G309500.1,,,,,,,
Traes_4DL_DB1E1ED55,TraesCS4A02G409700,108: TraesCS4A02G409700.193: TraesCS4A02G409700.1,,,,,,,
Traes_2DS_A3D068B05,TraesCS2D02G025000,108: TraesCS2D02G025000.193: TraesCS2D02G025000.1,,,,,,,
Traes_2DS_A3D068B05,TraesCS2A02G023800,108: TraesCS2A02G023800.193: TraesCS2A02G023800.1,,,,,,,
Traes_2DS_A3D068B05,TraesCS2B02G033800,108: TraesCS2B02G033800.193: TraesCS2B02G033800.1,,,,,,,
Traes_7DS_3FCC7C87B,TraesCS7B02G101100,108: TraesCS7B02G101100.193: TraesCS7B02G101100.1,,,,,,,
Traes_7DS_3FCC7C87B,TraesCS7A02G195500,108: TraesCS7A02G195500.193: TraesCS7A02G195500.1,,,,,,,
Traes_7DS_3FCC7C87B,TraesCS7D02G196900,108: TraesCS7D02G196900.193: TraesCS7D02G196900.1,,,,,,,
Traes_3DL_1BA903449,TraesCS3A02G538700,108: TraesCS3A02G538700.193: TraesCS3A02G538700.1,,,,,,,
Traes_3DL_1BA903449,TraesCS3B02G607200,108: TraesCS3B02G607200.193: TraesCS3B02G607200.1,,,,,,,
Traes_3DL_1BA903449,TraesCS3D02G542100,108: TraesCS3D02G542100.193: TraesCS3D02G542100.1,,,,,,,
Traes_3DL_7FAB409D5,TraesCS3B02G475200,108: TraesCS3B02G475200.193: TraesCS3B02G475200.1,,,,,,,
Traes_3DL_7FAB409D5,TraesCS3D02G433900,108: TraesCS3D02G433900.193: TraesCS3D02G433900.1,,,,,,,
Traes_3DL_7FAB409D5,TraesCS3A02G441200,108: TraesCS3A02G441200.193: TraesCS3A02G441200.1,,,,,,,
Traes_4DS_0856C9F23,TraesCS4D02G020200,108: TraesCS4D02G020200.193: TraesCS4D02G020200.1,,,,,,,
Traes_4DS_0856C9F23,TraesCS4B02G022400,108: TraesCS4B02G022400.193: TraesCS4B02G022400.1,,,,,,,
Traes_4DS_0856C9F23,TraesCS4A02G291600,108: TraesCS4A02G291600.193: TraesCS4A02G291600.1,,,,,,,
Traes_2DS_82A20BC4A,TraesCS2D02G159000,108: TraesCS2D02G159000.193: TraesCS2D02G159000.1,,,,,,,
Traes_2DS_82A20BC4A,TraesCS2A02G153600,108: TraesCS2A02G153600.193: TraesCS2A02G153600.1,,,,,,,
Traes_2DS_82A20BC4A,TraesCS2B02G178700,108: TraesCS2B02G178700.193: TraesCS2B02G178700.1,,,,,,,
Traes_5DL_6203CA040,TraesCS5B02G259800,108: TraesCS5B02G259800.193: TraesCS5B02G259800.1,,,,,,,
Traes_5DL_6203CA040,TraesCS5D02G269000,108: TraesCS5D02G269000.193: TraesCS5D02G269000.1,,,,,,,
Traes_5DL_6203CA040,TraesCS5A02G261500,108: TraesCS5A02G261500.193: TraesCS5A02G261500.1,,,,,,,
Traes_6DL_C1DF9A66C,TraesCS6D02G265500,108: TraesCS6D02G265500.193: TraesCS6D02G265500.1,,,,,,,
Traes_6DL_C1DF9A66C,TraesCS6A02G285100,108: TraesCS6A02G285100.193: TraesCS6A02G285100.1,,,,,,,
Traes_6DL_C1DF9A66C,TraesCS6B02G313900,108: TraesCS6B02G313900.193: TraesCS6B02G313900.1,,,,,,,
Traes_4DL_607166A04,TraesCS4D02G209700,108: TraesCS4D02G209700.193: TraesCS4D02G209700.1,,,,,,,
Traes_4DL_607166A04,TraesCS4A02G095500,108: TraesCS4A02G095500.193: TraesCS4A02G095500.1,,,,,,,
Traes_4DL_607166A04,TraesCS4B02G208900,108: TraesCS4B02G208900.193: TraesCS4B02G208900.1,,,,,,,
Traes_7DS_565576369,TraesCS7D02G240200,108: TraesCS7D02G240200.193: TraesCS7D02G240200.1,,,,,,,
Traes_7DS_565576369,TraesCS7A02G241200,108: TraesCS7A02G241200.193: TraesCS7A02G241200.1,,,,,,,
Traes_7DS_565576369,TraesCS7B02G136700,108: TraesCS7B02G136700.193: TraesCS7B02G136700.1,,,,,,,
Traes_2DL_178A3F4B9,TraesCS2A02G404200,108: TraesCS2A02G404200.193: TraesCS2A02G404200.1,,,,,,,
Traes_2DL_178A3F4B9,TraesCS2D02G401200,108: TraesCS2D02G401200.193: TraesCS2D02G401200.1,,,,,,,
Traes_2DL_178A3F4B9,TraesCS2B02G422200,108: TraesCS2B02G422200.193: TraesCS2B02G422200.1,,,,,,,
Traes_6DL_8BB85068F,TraesCS6A02G377800,108: TraesCS6A02G377800.193: TraesCS6A02G377800.1,,,,,,,
Traes_6DL_8BB85068F,TraesCS6B02G415500,108: TraesCS6B02G415500.193: TraesCS6B02G415500.1,,,,,,,
Traes_1DL_309273C01,TraesCS1B02G340600,108: TraesCS1B02G340600.193: TraesCS1B02G340600.1,,,,,,,
Traes_1DL_309273C01,TraesCS1A02G327200,108: TraesCS1A02G327200.193: TraesCS1A02G327200.1,,,,,,,
Traes_1DL_309273C01,TraesCS1D02G329300,108: TraesCS1D02G329300.193: TraesCS1D02G329300.1,,,,,,,
Traes_3DL_FBDAB64AA,TraesCS3B02G318600,108: TraesCS3B02G318600.193: TraesCS3B02G318600.1,,,,,,,
Traes_3DL_FBDAB64AA,TraesCS3A02G284700,108: TraesCS3A02G284700.193: TraesCS3A02G284700.1,,,,,,,
Traes_3DL_FBDAB64AA,TraesCS3D02G284500,108: TraesCS3D02G284500.193: TraesCS3D02G284500.1,,,,,,,
Traes_5DL_243735D6C,TraesCS5B02G199400,108: TraesCS5B02G199400.193: TraesCS5B02G199400.1,,,,,,,
Traes_5DL_243735D6C,TraesCS5D02G206500,108: TraesCS5D02G206500.193: TraesCS5D02G206500.1,,,,,,,
Traes_5DL_243735D6C,TraesCS5A02G200800,108: TraesCS5A02G200800.193: TraesCS5A02G200800.1,,,,,,,
Traes_2DL_38F48A6D4,TraesCS2D02G366000,108: TraesCS2D02G366000.193: TraesCS2D02G366000.1,,,,,,,
Traes_2DL_38F48A6D4,TraesCS2A02G369400,108: TraesCS2A02G369400.193: TraesCS2A02G369400.1,,,,,,,
Traes_2DL_38F48A6D4,TraesCS2B02G386600,108: TraesCS2B02G386600.193: TraesCS2B02G386600.1,,,,,,,
Traes_2DL_E9B2D43FC,TraesCS2D02G582300,108: TraesCS2D02G582300.193: TraesCS2D02G582300.1,,,,,,,
Traes_2DL_E9B2D43FC,TraesCS2A02G570800,108: TraesCS2A02G570800.193: TraesCS2A02G570800.1,,,,,,,
Traes_2DL_E9B2D43FC,TraesCSU02G038500,108: TraesCSU02G038500.193: TraesCSU02G038500.1,,,,,,,
Traes_1DL_5D1EBA99F,TraesCS1D02G329400,108: TraesCS1D02G329400.193: TraesCS1D02G329400.1,,,,,,,
Traes_1DL_5D1EBA99F,TraesCS1A02G327400,108: TraesCS1A02G327400.193: TraesCS1A02G327400.1,,,,,,,
Traes_1DL_5D1EBA99F,TraesCS1B02G340800,108: TraesCS1B02G340800.193: TraesCS1B02G340800.1,,,,,,,
Traes_3DS_7A44C5D26,TraesCS3D02G097200,108: TraesCS3D02G097200.193: TraesCS3D02G097200.1,,,,,,,
Traes_3DS_7A44C5D26,TraesCS3B02G112400,108: TraesCS3B02G112400.193: TraesCS3B02G112400.1,,,,,,,
Traes_3DS_7A44C5D26,TraesCS3A02G096600,108: TraesCS3A02G096600.193: TraesCS3A02G096600.1,,,,,,,
Traes_1DL_80CE119E0,TraesCS1B02G183700,108: TraesCS1B02G183700.193: TraesCS1B02G183700.1,,,,,,,
Traes_1DL_80CE119E0,TraesCS1D02G173600,108: TraesCS1D02G173600.193: TraesCS1D02G173600.1,,,,,,,
Traes_1DL_80CE119E0,TraesCS1A02G167300,108: TraesCS1A02G167300.193: TraesCS1A02G167300.1,,,,,,,
Traes_2DL_92725A032,TraesCS2A02G405300,108: TraesCS2A02G405300.193: TraesCS2A02G405300.1,,,,,,,
Traes_2DL_92725A032,TraesCS2B02G423300,108: TraesCS2B02G423300.193: TraesCS2B02G423300.1,,,,,,,
Traes_2DL_92725A032,TraesCS2D02G402100,108: TraesCS2D02G402100.193: TraesCS2D02G402100.1,,,,,,,
Traes_5DL_8056E2830,TraesCS5D02G365600,108: TraesCS5D02G365600.193: TraesCS5D02G365600.1,,,,,,,
Traes_5DL_8056E2830,TraesCS5A02G356700,108: TraesCS5A02G356700.193: TraesCS5A02G356700.1,,,,,,,
Traes_5DL_8056E2830,TraesCS3B02G362700,108: TraesCS3B02G362700.193: TraesCS3B02G362700.1,,,,,,,
Traes_5DL_E63EEE9DD,TraesCS5D02G228800,108: TraesCS5D02G228800.193: TraesCS5D02G228800.1,,,,,,,
Traes_5DL_E63EEE9DD,TraesCS5B02G219900,108: TraesCS5B02G219900.193: TraesCS5B02G219900.1,,,,,,,
Traes_5DL_E63EEE9DD,TraesCS5A02G221100,108: TraesCS5A02G221100.193: TraesCS5A02G221100.1,,,,,,,
Traes_4DS_1E47439C6,TraesCS4A02G206200,108: TraesCS4A02G206200.193: TraesCS4A02G206200.1,,,,,,,
Traes_4DS_1E47439C6,TraesCS4B02G109800,108: TraesCS4B02G109800.193: TraesCS4B02G109800.1,,,,,,,
Traes_4DS_1E47439C6,TraesCS4D02G107200,108: TraesCS4D02G107200.193: TraesCS4D02G107200.1,,,,,,,
Traes_7DL_57C0CF378,TraesCS7B02G210600,108: TraesCS7B02G210600.193: TraesCS7B02G210600.1,,,,,,,
Traes_7DL_57C0CF378,TraesCS7A02G311000,108: TraesCS7A02G311000.193: TraesCS7A02G311000.1,,,,,,,
