Gene stable ID,Strand,Chromosome/scaffold name,Gene description,Gene start (bp),Gene end (bp),Transcription start site (TSS)
Os08g0552800,1,8,Hypothetical conserved gene,27673598,27674323,27673598
Os11g0629200,1,11,Similar to Vacuolar sorting protein-like; embryogenesis protein H beta 58-like protein,24642531,24646800,24642531
Os06g0231050,1,6,"Uncharacterised protein family UPF0497, trans-membrane plant subgroup domain containing protein",6788986,6790048,6788986
Os10g0479500,1,10,Similar to carboxy-lyase,18000856,18005796,18000856
Os02g0663300,-1,2,BEACH domain domain containing protein,26867009,26886180,26886180
Os03g0143532,1,3,Hypothetical gene,2404986,2406245,2404986
Os07g0161700,1,7,VQ domain containing protein,3296830,3297367,3296830
Os11g0233201,-1,11,Hypothetical gene,7061188,7065785,7065785
Os09g0123100,1,9,Tetratricopeptide-like helical domain containing protein,1780100,1786097,1780100
Os11g0271675,-1,11,Hypothetical protein,9472371,9476891,9476891
Os09g0362500,1,9,"Peptidase M1, membrane alanine aminopeptidase family protein",11843850,11851259,11843850
Os05g0388500,1,5,Similar to 50S ribosomal protein L1,18789640,18793642,18789640
Os04g0599900,1,4,Similar to ENTH1 protein (Fragment),30271225,30276282,30271253
Os04g0599900,1,4,Similar to ENTH1 protein (Fragment),30271225,30276282,30273450
Os04g0599900,1,4,Similar to ENTH1 protein (Fragment),30271225,30276282,30271225
Os08g0269700,-1,8,Conserved hypothetical protein,10294239,10295050,10295050
Os05g0144800,-1,5,Similar to TFIIH basal transcription factor complex helicase subunit (EC 3.6.1.-) (DNA-repair protein complementing XP-D cells) (Xeroderma pigmentosum group D complementing protein) (CXPD) (DNA excision repair protein ERCC-2),2584804,2590118,2590118
Os09g0103300,1,9,Conserved hypothetical protein,428611,429430,428611
Os10g0566700,1,10,Chaperonin Cpn10 family protein,22453084,22456620,22453084
Os10g0573300,-1,10,Conserved hypothetical protein,22759376,22761111,22761111
Os07g0271600,-1,7,Similar to MAK16 protein-related,10031346,10034702,10034702
Os02g0827300,1,2,Protein of unknown function DUF382 domain containing protein,35553869,35558878,35553869
Os04g0376300,-1,4,Similar to 3-oxoacyl-reductase,18382740,18384360,18384360
Os08g0555000,1,8,Transmembrane 9 superfamily protein member 2 precursor (p76),27773652,27774795,27773652
Os02g0144200,1,2,"Protein of unknown function DUF1677, Oryza sativa family protein",2444421,2445497,2444421
Os01g0878900,-1,1,"Similar to 4,5-DOPA dioxygenase extradiol-like protein",38144793,38146141,38146141
Os11g0704525,-1,11,Conserved hypothetical protein,28827956,28828266,28828266
Os10g0495466,-1,10,BRO1 domain domain containing protein,18850536,18851149,18851149
Os03g0156300,1,3,Alpha-expansin OsEXPA20,3036386,3037894,3036386
Os12g0231600,1,12,Conserved hypothetical protein,7193916,7200248,7193916
Os10g0541700,1,10,Hypothetical gene,21154175,21155750,21154175
Os08g0237100,-1,8,Conserved hypothetical protein,8335699,8339610,8339610
Os11g0662950,1,11,Hypothetical gene,26661960,26662184,26661960
Os06g0490400,1,6,Similar to Class III peroxidase 80,16896478,16897774,16896478
Os07g0647600,-1,7,Myb/SANT-like domain domain containing protein,27043501,27046097,27046097
Os08g0253800,1,8,Similar to Cellulose synthase-like family C3 protein (Fragment),9384129,9387669,9384129
Os05g0538600,1,5,Hypothetical protein,26738529,26740837,26738529
Os07g0632700,1,7,emp24/gp25L/p24 family protein,26242533,26245116,26242533
Os04g0429500,-1,4,Similar to Cellulose synthase-like protein H2,21281751,21283878,21283878
Os04g0607583,-1,4,Similar to OSIGBa0113I13.12 protein,30731003,30733533,30733533
Os06g0700750,-1,6,Conserved hypothetical protein,29491084,29491712,29491712
Os08g0124850,1,8,Hypothetical protein,1391498,1393787,1391498
Os01g0637300,-1,1,Conserved hypothetical protein,25551701,25573478,25573478
Os05g0530350,1,5,Hypothetical protein,26334219,26337336,26334219
Os12g0430000,-1,12,Hypothetical conserved gene,13816011,13829807,13829807
Os12g0156000,1,12,Similar to OSIGBa0134P10.11 protein,2748031,2752429,2748031
Os04g0165600,1,4,"Peptidase S26A, signal peptidase I family protein",4452696,4455350,4452696
Os12g0227400,1,12,Allyl alcohol dehydrogenase,6932587,6937071,6932587
Os01g0605500,-1,1,"Kinesin, motor region domain containing protein",23850922,23854484,23854484
Os11g0688200,-1,11,Conserved hypothetical protein,27911525,27914393,27914393
Os01g0773600,1,1,"Glycoside hydrolase, family 47 protein",32699034,32708541,32699034
Os04g0383100,1,4,Conserved hypothetical protein,18801134,18801475,18801134
Os10g0141700,1,10,Hypothetical gene,2553979,2557419,2553979
Os02g0803250,1,2,Similar to predicted protein,34242810,34252960,34242810
Os01g0936700,-1,1,Conserved hypothetical protein,41112089,41114858,41114858
Os01g0936700,-1,1,Conserved hypothetical protein,41112089,41114858,41114856
Os07g0493200,1,7,"Protein kinase, catalytic domain domain containing protein",18416304,18420418,18416304
Os01g0868300,-1,1,Similar to DNA polymerase alpha catalytic subunit (EC 2.7.7.7),37625916,37636099,37636099
Os01g0611000,1,1,Protein of unknown function DUF642 domain containing protein,24181111,24183979,24181239
Os01g0611000,1,1,Protein of unknown function DUF642 domain containing protein,24181111,24183979,24181111
Os04g0422200,-1,4,Similar to H0525E10.13 protein,20880786,20881423,20881423
Os01g0607400,-1,1,Similar to STYLOSA protein,23938395,23949885,23943781
Os01g0607400,-1,1,Similar to STYLOSA protein,23938395,23949885,23949885
Os03g0646350,-1,3,Hypothetical protein,25003873,25007505,25007505
Os03g0673400,1,3,Conserved hypothetical protein,26602176,26602704,26602176
Os07g0142500,1,7,Conserved hypothetical protein,2181829,2182635,2181829
Os01g0353900,1,1,"Similar to cDNA clone:J023055K12, full insert sequence",14197332,14199513,14197353
Os01g0353900,1,1,"Similar to cDNA clone:J023055K12, full insert sequence",14197332,14199513,14197332
Os05g0182900,-1,5,Conserved hypothetical protein,4983551,4986904,4986904
Os12g0181600,-1,12,"Amino acid transporter, transmembrane domain containing protein",4144620,4146619,4146619
Os05g0155800,1,5,Similar to OSIGBa0157A06.5 protein,3269118,3270614,3269118
Os05g0536800,-1,5,"F-box domain, cyclin-like domain containing protein",26659584,26661459,26661459
Os04g0692600,1,4,Staygreen protein domain containing protein,35443929,35445567,35443994
Os04g0692600,1,4,Staygreen protein domain containing protein,35443929,35445567,35443929
Os03g0264800,-1,3,"Similar to ATPase, AAA family protein, expressed",8720259,8728315,8728315
Os05g0479900,-1,5,Protein of unknown function DUF3133 domain containing protein,23593040,23595210,23595210
Os11g0152400,1,11,Hypothetical conserved gene,2451942,2457567,2451959
Os11g0152400,1,11,Hypothetical conserved gene,2451942,2457567,2451942
Os04g0496150,-1,4,Similar to H0306B06.2 protein,24815492,24816067,24816067
Os09g0103700,1,9,"Zinc finger, CCHC-type domain containing protein",456264,457723,456264
Os02g0805800,-1,2,Aminoglycoside phosphotransferase domain containing protein,34372417,34378347,34373617
Os02g0805800,-1,2,Aminoglycoside phosphotransferase domain containing protein,34372417,34378347,34378347
Os01g0686100,1,1,Hypothetical conserved gene,28295136,28299994,28295763
Os01g0686100,1,1,Hypothetical conserved gene,28295136,28299994,28295136
Os11g0175300,-1,11,Domain of unknown function DUF1618 domain containing protein,3737109,3739034,3739034
Os03g0639800,-1,3,Snf7 family protein,24596843,24600376,24600376
Os01g0242300,1,1,Optic atrophy 3 family protein,7852689,7855760,7852689
Os05g0593300,-1,5,Conserved hypothetical protein,29554792,29559818,29559818
Os10g0410750,1,10,"Protein kinase, catalytic domain domain containing protein",14270663,14274584,14270663
Os07g0176400,1,7,Hypothetical protein,4029711,4030679,4029711
Os12g0278401,-1,12,Conserved hypothetical protein,10398963,10404743,10404743
Os04g0641000,1,4,Similar to DNA-directed RNA polymerase,32609882,32618925,32609882
Os04g0641000,1,4,Similar to DNA-directed RNA polymerase,32609882,32618925,32615972
Os11g0250100,1,11,Conserved hypothetical protein,8105859,8107337,8105859
Os12g0256000,1,12,Alpha/beta hydrolase fold-3 domain containing protein,8792353,8797234,8792353
Os02g0591800,-1,2,Brix domain containing protein,22885246,22888126,22888099
Os02g0591800,-1,2,Brix domain containing protein,22885246,22888126,22888126
Os01g0862600,1,1,Protein of unknown function DUF584 family protein,37323898,37324874,37323898
Os12g0512100,-1,12,Sugar/inositol transporter domain containing protein,19788367,19791483,19791483
Os07g0571800,1,7,Similar to Protein YABBY 7,23086550,23087817,23086550
Os04g0669100,-1,4,Conserved hypothetical protein,34128105,34131134,34131134
Os01g0199700,-1,1,"Protein of unknown function DUF1677, plant domain containing protein",5398321,5402018,5402018
Os09g0458800,1,9,EF hand domain containing protein,17332814,17333131,17332814
Os07g0588300,1,7,Hypothetical conserved gene,23953405,23955773,23953405
Os02g0101800,-1,2,"Kinesin, motor domain domain containing protein",98001,107811,107811
Os01g0125550,-1,1,Conserved hypothetical protein,1401419,1403419,1403419
Os12g0154000,-1,12,Protein of unknown function DUF250 domain containing protein,2661957,2666739,2666739
Os12g0154000,-1,12,Protein of unknown function DUF250 domain containing protein,2661957,2666739,2666737
Os12g0638600,1,12,"Mediator complex, subunit Med17 domain containing protein",27378828,27382458,27378828
Os06g0531400,1,6,Protein of unknown function DUF231 domain containing protein,19833723,19835250,19833723
Os01g0841600,1,1,"Triose phosphate isomerase (EC 5.3.1.1), Abiotic stress response, Response to methylglyoxal (cytotoxin",36129470,36132564,36129470
Os02g0494400,-1,2,"Similar to TPR Domain containing protein, expressed",17327569,17335567,17335567
Os10g0550500,-1,10,Similar to Pectinacetylesterase,21594279,21599492,21599492
Os06g0633300,-1,6,Similar to Phytosulfokines 1,25670034,25671891,25671891
Os08g0382600,1,8,Hypothetical conserved gene,18025869,18026602,18025869
Os09g0551600,1,9,Similar to HMGd1 protein (Nucleasome/chromatin assembly factor D protein NFD101),21856873,21858935,21856873
Os12g0504900,-1,12,"Glucoamylase, putatuve domain containing protein",19332572,19333201,19333201
Os04g0639100,1,4,Conserved hypothetical protein,32478683,32479514,32478683
Os09g0493600,-1,9,Similar to IojAP protein-like (Expressed protein),19119353,19121206,19121206
Os01g0838600,-1,1,"Zinc finger, C2H2-like domain containing protein",35965949,35966946,35966946
Os09g0530300,1,9,Cytochrome P450 family protein,20774283,20776144,20774283
Os01g0299300,-1,1,Hypothetical conserved gene,10969328,10973346,10973346
Os01g0862400,-1,1,Hypothetical protein,37321659,37323263,37323263
Os05g0521650,-1,5,Hypothetical protein,25949191,25952064,25952064
Os10g0103500,-1,10,Hypothetical conserved gene,263292,271996,271996
Os12g0109900,-1,12,Double-stranded RNA-binding-like domain containing protein,535944,540335,540335
Os12g0109900,-1,12,Double-stranded RNA-binding-like domain containing protein,535944,540335,540332
Os01g0621600,-1,1,Serine/threonine protein kinase-related domain containing protein,24784609,24788153,24788153
Os07g0597200,-1,7,"Protein kinase, core domain containing protein",24347899,24351836,24351796
Os07g0597200,-1,7,"Protein kinase, core domain containing protein",24347899,24351836,24351836
Os07g0647300,-1,7,Conserved hypothetical protein,27029418,27035264,27035264
Os01g0679900,1,1,Similar to Ythdf2-prov protein,27983688,27990347,27984772
Os01g0679900,1,1,Similar to Ythdf2-prov protein,27983688,27990347,27983688
Os01g0679900,1,1,Similar to Ythdf2-prov protein,27983688,27990347,27985319
Os01g0778900,-1,1,Similar to serine-rich protein-related,32976736,32977251,32977251
Os06g0693900,1,6,"Protein kinase, catalytic domain domain containing protein",28967974,28969051,28967974
Os05g0208500,-1,5,Hypothetical protein,6721756,6723481,6723481
Os09g0508000,1,9,Hypothetical protein,19691511,19696029,19691511
Os02g0698000,1,2,"Similar to Phosphoribulokinase, chloroplast precursor (EC 2.7.1.19) (Phosphopentokinase) (PRKase) (PRK)",28701864,28704291,28701996
Os02g0698000,1,2,"Similar to Phosphoribulokinase, chloroplast precursor (EC 2.7.1.19) (Phosphopentokinase) (PRKase) (PRK)",28701864,28704291,28701956
Os02g0698000,1,2,"Similar to Phosphoribulokinase, chloroplast precursor (EC 2.7.1.19) (Phosphopentokinase) (PRKase) (PRK)",28701864,28704291,28701864
Os01g0648600,1,1,"Protein kinase, catalytic domain domain containing protein",26170046,26171566,26170046
Os01g0705750,-1,1,Hypothetical protein,29271397,29272886,29272886
Os01g0660700,-1,1,Protein of unknown function DUF295 family protein,26923017,26924486,26924486
Os05g0423701,-1,5,Similar to Endoglucanase 3,20768269,20769580,20769580
Os04g0151900,-1,4,Similar to H0820C10.4 protein,3575397,3581555,3581555
Os02g0720300,1,2,"Protein-tyrosine phosphatase, dual specificity domain containing protein",29882068,29885240,29882068
Os09g0491868,-1,9,Similar to dihydroflavonol-4-reductase,19028208,19031331,19031331
Os02g0458900,1,2,Conserved hypothetical protein,15310546,15324161,15310546
Os03g0281300,-1,3,"phosphotransferase system, PEP-utilising enzyme, N-terminal domain containing protein",9619836,9628261,9628261
Os10g0514901,-1,10,Similar to Cytochrome P450 family protein,19856513,19858161,19858161
Os03g0262300,-1,3,Hypothetical conserved gene,8581503,8596767,8596767
Os03g0661600,-1,3,Similar to Alpha-amylase/trypsin inhibitor (Antifungal protein),25972352,25973470,25973470
Os07g0658550,-1,7,Conserved hypothetical protein,27742427,27743741,27743741
Os04g0656100,1,4,"H+-ATPase, Blue light-induced stomatal opening of dumbbell-shaped guard cells, N uptak",33457745,33464852,33461697
Os04g0656100,1,4,"H+-ATPase, Blue light-induced stomatal opening of dumbbell-shaped guard cells, N uptak",33457745,33464852,33461323
Os04g0656100,1,4,"H+-ATPase, Blue light-induced stomatal opening of dumbbell-shaped guard cells, N uptak",33457745,33464852,33457745
Os11g0673200,-1,11,Similar to Auxin-induced beta-glucosidase,27203693,27210574,27210574
Os12g0578000,-1,12,Conserved hypothetical protein,23912222,23914774,23914774
Os03g0165800,1,3,Similar to Vesicle-associated membrane protein 725 (AtVAMP725),3551775,3554415,3551775
Os05g0503000,-1,5,Similar to Secretory carrier membrane protein,24762188,24767756,24767756
Os12g0151600,1,12,Hypothetical conserved gene,2551166,2551439,2551166
Os01g0566000,1,1,Armadillo-like helical domain containing protein,21633972,21635454,21633972
Os06g0590550,-1,6,Hypothetical protein,23185188,23186155,23186155
Os02g0624400,1,2,"Glycosyl transferase, family 8 protein",24899523,24904962,24899523
Os02g0624400,1,2,"Glycosyl transferase, family 8 protein",24899523,24904962,24901654
Os04g0394250,-1,4,Hypothetical gene,19379731,19382689,19382689
Os03g0706900,-1,3,"Zinc finger, RING-type domain containing protein",28448846,28456395,28456395
Os07g0232950,1,7,Hypothetical protein,7406775,7407143,7406775
Os08g0112800,-1,8,Rickettsia 17 kDa surface antigen family protein,682645,684136,684136
Os11g0307950,-1,11,Conserved hypothetical protein,11712800,11716306,11716306
Os12g0560500,-1,12,Pseudouridine synthase domain containing protein,22948747,22951075,22951075
Os12g0560500,-1,12,Pseudouridine synthase domain containing protein,22948747,22951075,22951053
Os01g0238287,1,1,Hypothetical protein,7656089,7656431,7656089
Os03g0225500,1,3,"Nucleoporin, Common symbiosis signaling (SYM) pathwa",6573239,6580610,6573239
Os02g0756200,-1,2,Similar to Phi-1-like phosphate-induced protein,31824134,31825261,31825261
Os05g0182500,1,5,Similar to Ubiquitin carrier protein,4958322,4964946,4958322
Os05g0182500,1,5,Similar to Ubiquitin carrier protein,4958322,4964946,4958343
Os05g0373900,1,5,Similar to Eukaryotic peptide chain release factor subunit 1 (eRF1) (Eukaryotic release factor 1) (TB3-1) (Cl1 protein),18016742,18020353,18016742
Os06g0567950,-1,6,Hypothetical protein,21951310,21954961,21954961
Os02g0626532,1,2,Hypothetical gene,24992882,24995414,24992882
Os09g0458200,1,9,Conserved hypothetical protein,17319982,17320974,17319982
Os09g0497400,1,9,"Protein of unknown function DUF850, transmembrane eukaryotic family protein",19235215,19238701,19235432
Os09g0497400,1,9,"Protein of unknown function DUF850, transmembrane eukaryotic family protein",19235215,19238701,19235215
Os12g0595800,1,12,"Similar to cDNA clone:J023098M23, full insert sequence",25015035,25026459,25015035
Os12g0595800,1,12,"Similar to cDNA clone:J023098M23, full insert sequence",25015035,25026459,25019058
Os12g0595800,1,12,"Similar to cDNA clone:J023098M23, full insert sequence",25015035,25026459,25022000
Os12g0595800,1,12,"Similar to cDNA clone:J023098M23, full insert sequence",25015035,25026459,25019015
